1,20140107
275232093-0,Fuscia,S,557.73,Phyllis Burke,768 Sunfield Junction,Cuba,3-(012)276-0988,758,Nancy Gonzales,Telephone,NewYearPromotion,37,20140510,20140401,20141114,687.24,181.47,39.02,Zooxo
076358305-7,Puce,2XL,527.85,Alice Schmidt,1 Service Drive,Brunei Darussalam,7-(274)904-4368,741,Sharon Larson,Onsite Consultant Sales,EasterPromotion,42,20140717,20140408,20140415,837.12,174.7,46.96,Tazzy
082703782-1,Pink,XL,384.83,Benjamin Chavez,6055 Blue Bill Park Lane,South Georgia and the South Sandwich Islands,1-(209)137-9102,194,Jose Fowler,Onsite Consultant Sales,EasterPromotion,80,20140507,20140208,20140401,251.13,134.43,58.24,Jetpulse
969716068-6,Violet,3XL,586.8,Walter Larson,474 Cottonwood Drive,Tunisia,7-(411)059-9947,639,Diana Bishop,Onsite Consultant Sales,EasterPromotion,7,20140401,20140220,20140807,538.81,389.1,6.65,Skiptube
605083061-4,Maroon,3XL,42.34,Jessica Mendoza,15 Merrick Road,Andorra,0-(838)176-1298,716,Lillian Williams,Telephone,EasterPromotion,42,20140611,20140311,20140209,125.48,531.49,4.33,Twitterworks
133359847-5,Red,3XL,720.06,Charles Johnson,1627 Hoepker Terrace,Georgia,8-(861)469-0365,157,Richard Hamilton,Telephone,WinterPromotion,36,20141015,20140501,20140903,14.99,323.74,6.17,Yozio
357758107-7,Aquamarine,XS,525.78,Virginia Wheeler,812 Bayside Way,Saint Helena,8-(108)186-0290,610,Richard Ryan,Order via Third Party,SummerPromotion,64,20141105,20140315,20141009,470.44,604.99,30.89,Youspan
999064530-2,Pink,XS,303.06,Melissa Phillips,4853 Sutherland Alley,Bulgaria,9-(628)841-0072,846,Catherine Hawkins,Telephone,AutumnPromotion,60,20140219,20140501,20140405,388.24,820.98,16.3,Demizz
790874944-5,Pink,L,338.86,Clarence Ray,9049 Morning Junction,Ethiopia,6-(279)198-9803,808,Jennifer Boyd,Telephone,BankHolidayPromotion,8,20140503,20140810,20140212,994.68,907.01,84.03,Kimia
050212327-3,Mauv,L,930.04,Billy Henderson,487 Sunnyside Pass,Saint Kitts and Nevis,9-(029)530-0169,764,Juan Woods,OnlineSales,EasterPromotion,60,20140812,20140313,20140520,727.08,248.37,69.82,Eare
726507100-X,Mauv,M,451.28,Willie Johnson,86 Eagan Place,Mauritius,8-(662)810-1897,106,Donald Murphy,Onsite Consultant Sales,WinterPromotion,86,20141006,20140309,20141106,412.72,478.4,96.21,Rhynyx
918403575-7,Indigo,L,864.04,Eric Lynch,004 Kedzie Court,Vatican City State (Holy See),1-(369)117-5166,900,Willie Rose,Telephone,EasterPromotion,19,20140213,20140319,20140712,794.61,828.15,85.81,Babbleopia
607110043-7,Crimson,L,574.63,Eugene Hunter,0661 Elka Road,Guernsey,8-(700)112-1691,110,Lillian Harris,Onsite Consultant Sales,EasterPromotion,62,20140317,20140502,20140510,59.87,880.08,80.06,Jaxworks
066318603-X,Khaki,L,818.21,Harry Crawford,18 Scofield Plaza,Gambia,9-(308)895-3695,513,Jacqueline Mccoy,Telephone,BankHolidayPromotion,14,20140401,20140310,20141117,985.02,875.7,11.76,Twimm
398468904-7,Khaki,2XL,688.5,Raymond Spencer,55 Dayton Hill,Nicaragua,3-(584)608-3630,289,Martin Wells,OnlineSales,BankHolidayPromotion,71,20140204,20140605,20140613,499.21,280.82,4.09,Edgetag
192288619-X,Teal,S,771.19,Frances Hanson,6511 Melvin Lane,Sao Tome and Principe,1-(024)455-8314,266,Roger Adams,Telephone,BankHolidayPromotion,74,20141016,20140407,20141108,903.33,302.58,27.22,Cogidoo
493629804-2,Aquamarine,S,231.43,Craig Knight,834 Golf View Hill,Turks and Caicos Islands,0-(849)612-3371,404,Jack Armstrong,Onsite Consultant Sales,SpringPromotion,68,20140903,20140406,20141006,398.08,167.74,60.62,Izio
247469536-2,Khaki,S,394.65,Richard Wright,2249 Jenifer Plaza,New Caledonia,6-(028)741-6096,571,Sharon Sanchez,Telephone,NewYearPromotion,91,20140802,20140914,20140510,325.55,127.96,63.51,Layo
226343921-8,Pink,S,932.81,Diana Howell,8573 Rusk Center,Saudia Arabia,1-(836)227-2752,339,Diane Foster,Onsite Consultant Sales,XMASPromotion,8,20140509,20141004,20140406,271.37,76.13,57.68,Twiyo
952788330-X,Maroon,L,322.61,Joshua Berry,16426 Burning Wood Avenue,Malta,9-(842)143-9340,14,Michelle Chapman,Telephone,WinterPromotion,60,20140805,20140603,20140902,746.55,512.28,78.92,Feedfire
966450229-4,Turquoise,XL,240.95,Beverly Crawford,19 Kedzie Place,Antigua and Barbuda,4-(454)781-9496,344,Lois Hall,Order via Third Party,NewYearPromotion,43,20140715,20140417,20141014,738.25,485.73,53.51,Pixope
920322151-4,Green,XS,679.25,Melissa Richards,0327 Glacier Hill Court,Armenia,4-(279)313-5529,406,Jeremy Olson,Telephone,BankHolidayPromotion,59,20140308,20140903,20140306,180.74,847.83,6.48,Devpulse
224616905-4,Pink,3XL,880.39,Victor Little,6422 Drewry Avenue,Haiti,3-(430)280-1221,912,Gloria Ortiz,Onsite Consultant Sales,ValentinesPromotion,46,20140318,20140811,20140407,596.45,373.08,61.33,Zoonoodle
406338362-8,Goldenrod,2XL,143.8,Thomas Davis,9 Oxford Road,Zimbabwe,9-(923)239-0725,995,Robert Ward,Onsite Consultant Sales,ValentinesPromotion,76,20141003,20140219,20140914,988.67,911.08,6.19,Snaptags
119721923-4,Red,XL,346.32,Jonathan Olson,62 Sutherland Drive,Sao Tome and Principe,5-(552)144-4447,593,Jennifer Schmidt,Onsite Consultant Sales,ValentinesPromotion,34,20140911,20140911,20140818,630.38,528.05,23.47,Tagpad
131065603-7,Puce,2XL,318.99,Judy Fuller,46 Blue Bill Park Plaza,USSR,7-(140)160-9348,817,Richard Turner,Telephone,BankHolidayPromotion,61,20140619,20140304,20140705,453.62,526.08,60.76,Kwideo
958961391-8,Yellow,L,551.65,Mary Franklin,41983 Sherman Point,Guinea,0-(671)291-8985,539,Russell Mcdonald,Onsite Consultant Sales,EasterPromotion,44,20141005,20140605,20141102,426.42,346.93,75.1,Abatz
365739583-0,Violet,M,827.56,Julia Morris,2908 Eggendart Pass,Puerto Rico,1-(100)195-5448,528,Jack Mitchell,OnlineSales,ValentinesPromotion,61,20141006,20140416,20140817,464.33,386.14,74.8,Buzzster
077849296-6,Yellow,M,945.46,Brian Bishop,574 Brickson Park Street,Equatorial Guinea,3-(462)068-7178,928,Nicole Garcia,Onsite Consultant Sales,XMASPromotion,82,20140716,20140416,20140308,303.53,495.43,93.59,Izio
680809060-2,Fuscia,S,329.88,Julia Weaver,599 Randy Point,Saint Helena,6-(273)560-0258,933,Barbara Montgomery,Order via Third Party,BankHolidayPromotion,9,20140603,20140617,20140814,904.92,823.75,72.58,Babblestorm
180469523-8,Orange,XS,639.79,Paula Ortiz,2644 Bay Circle,Lithuania,9-(126)496-8715,235,Michelle Reynolds,Telephone,AutumnPromotion,39,20140216,20140412,20140814,520.83,588.14,43.53,Jatri
624914074-3,Crimson,2XL,739.73,Martin Snyder,824 Algoma Plaza,Singapore,5-(831)257-9628,336,Samuel Cox,Onsite Consultant Sales,NewYearPromotion,83,20140504,20140512,20141115,12.28,882.48,34.01,InnoZ
580389834-1,Blue,S,213.38,Paul Boyd,891 Kedzie Point,South Korea,3-(828)808-0664,607,Billy Hicks,Order via Third Party,XMASPromotion,62,20140905,20140202,20141120,503.4,195.11,73.18,Kwilith
089175130-0,Blue,3XL,239.08,Antonio Meyer,0 Derek Terrace,Lebanon,4-(882)451-5556,817,Douglas Richards,Onsite Consultant Sales,SpringPromotion,82,20140213,20140901,20140901,449.85,426.84,35.33,Centizu
914578055-2,Purple,3XL,860.88,Kelly Medina,6246 Anhalt Junction,Guyana,2-(170)702-1187,342,Alice Powell,Order via Third Party,BankHolidayPromotion,68,20140907,20140219,20140912,358.75,482.78,54.03,Topicshots
175737948-7,Yellow,XS,695.03,Kimberly Brooks,601 Maple Way,Honduras,0-(560)055-7246,297,Carlos Collins,Onsite Consultant Sales,SpringPromotion,16,20140911,20141107,20140620,275.19,253.52,75.59,Babbleblab
642924950-6,Green,3XL,821.59,Sean Watkins,5 4th Avenue,Czech Republic,5-(985)979-9537,390,Catherine Porter,Onsite Consultant Sales,SummerPromotion,83,20141007,20141013,20140608,259.67,564.35,60.92,Jayo
498124521-1,Red,XL,625.39,Ryan Foster,1 Bunting Terrace,Denmark,2-(281)887-9992,859,Peter Rivera,OnlineSales,WinterPromotion,19,20141013,20140206,20140904,436.93,811.52,88.51,Aimbu
169398502-0,Khaki,XL,646.42,Jose Murray,2622 Melrose Park,Italy,3-(697)225-5237,316,Judy Watson,Order via Third Party,EasterPromotion,49,20141106,20140907,20140403,689.32,640.36,85.38,Aibox
836769585-2,Mauv,L,661.41,Helen Clark,4823 Northwestern Street,Bermuda,8-(221)610-1873,234,Christina George,Onsite Consultant Sales,XMASPromotion,95,20140315,20140814,20140605,905.49,138.84,39.98,Divape
557176958-0,Pink,2XL,81.42,Matthew Grant,97315 Prairie Rose Center,Greenland,0-(819)207-3747,68,Brian Robinson,OnlineSales,NewYearPromotion,60,20140505,20140217,20140920,387.65,401.35,58.27,Skibox
194854598-5,Khaki,2XL,468.73,Donna Fernandez,5629 Union Parkway,Tajikistan,0-(621)401-2322,202,Charles Hawkins,Onsite Consultant Sales,ValentinesPromotion,84,20140413,20141102,20140208,622.77,772.32,18.05,Zazio
894570839-1,Violet,3XL,863.52,Rachel Johnston,2 Lakewood Gardens Center,China,9-(103)349-4687,9,Edward Greene,Order via Third Party,NewYearPromotion,23,20140717,20141005,20140611,937.02,209.52,48.74,Edgeclub
393876911-4,Yellow,XS,297.96,Katherine Lynch,8140 Talmadge Place,France,9-(625)628-5752,90,Sara Phillips,Order via Third Party,NewYearPromotion,54,20140510,20140701,20140715,534.62,699.1,78.69,Meejo
423290467-0,Red,XL,990.09,George Hart,2347 Boyd Street,Guadeloupe,3-(830)524-3194,399,Jane Davis,Telephone,WinterPromotion,40,20140412,20140217,20140414,265.12,451.63,2.04,Einti
390289099-1,Fuscia,S,634.31,Mark Harper,599 Hauk Parkway,Djibouti,7-(577)039-1372,74,Richard White,Onsite Consultant Sales,ValentinesPromotion,81,20141111,20140219,20140912,542.58,888.95,17.23,Oodoo
208685448-X,Indigo,S,772.5,Bruce Davis,52523 Sheridan Pass,Heard and McDonald Islands,7-(298)936-0089,583,Maria Robertson,OnlineSales,WinterPromotion,47,20141102,20141017,20140503,300.17,189.09,21.02,Kazio
954556800-3,Turquoise,M,49.0,Victor Moreno,91963 Washington Point,Georgia,4-(266)752-8863,329,Kathy Watkins,Telephone,WinterPromotion,41,20140702,20140515,20140705,600.26,75.72,33.36,Eare
707194034-7,Puce,L,369.39,Helen Marshall,3 Waywood Street,Åland,1-(446)693-7233,121,William Ruiz,Telephone,BankHolidayPromotion,66,20140303,20140216,20141102,883.14,67.51,67.14,Browsetype
789910157-3,Orange,M,577.77,Joshua Myers,04895 Warrior Park,Malta,2-(130)725-5027,455,Harold Armstrong,Onsite Consultant Sales,ValentinesPromotion,79,20141101,20140410,20140615,524.8,463.54,37.52,Wordware
694471233-4,Puce,M,572.67,Gerald Meyer,3 Meadow Valley Court,United States Virgin Islands,1-(110)153-3942,785,Sean Rodriguez,OnlineSales,BankHolidayPromotion,98,20140802,20140407,20140713,528.97,20.21,39.53,Mybuzz
412694087-1,Red,3XL,458.65,Chris Chapman,6309 Warner Plaza,United States of America,4-(018)591-4423,691,Chris Gray,Order via Third Party,XMASPromotion,40,20140405,20140219,20140805,472.38,586.09,24.22,Miboo
707385533-9,Violet,L,175.0,Ernest Watkins,8 Dayton Drive,Sudan,8-(660)955-4416,789,Rose Nelson,OnlineSales,XMASPromotion,92,20140815,20140311,20140905,415.6,604.2,36.52,Thoughtmix
285187150-1,Turquoise,2XL,309.57,Jack Dean,409 Bluejay Court,Serbia,0-(109)897-0291,139,Frank Perry,OnlineSales,ValentinesPromotion,36,20140611,20140802,20140809,899.53,102.76,69.91,Zoonoodle
367056487-X,Indigo,S,244.35,Gloria Ortiz,15496 Dexter Avenue,Cyprus,5-(596)748-2705,793,Beverly Ray,Order via Third Party,WinterPromotion,19,20140620,20140905,20141112,186.4,537.22,40.63,Topdrive
166514056-9,Violet,M,447.53,Bobby Hayes,09 Stoughton Crossing,Andorra,2-(865)449-6890,235,Chris Sullivan,Onsite Consultant Sales,BankHolidayPromotion,4,20140918,20140508,20140603,464.69,222.76,1.4,Twimbo
273812682-0,Fuscia,L,780.87,Virginia Willis,1 Westerfield Point,Falkland Islands (Malvinas),8-(349)315-7779,23,Deborah Tucker,Order via Third Party,XMASPromotion,60,20141006,20140907,20140820,351.0,911.0,10.74,Browsecat
884625806-1,Blue,S,212.38,Jason Johnston,90226 Miller Court,Swaziland,9-(095)357-8638,313,Maria Daniels,OnlineSales,SpringPromotion,36,20140810,20140404,20140601,131.8,948.32,58.79,Brightdog
044575556-3,Violet,XL,788.36,Brian Torres,6 Daystar Road,Jordan,1-(999)380-0333,518,Gary Perry,Onsite Consultant Sales,WinterPromotion,44,20141112,20140513,20140220,717.43,47.57,32.62,Photofeed
593088076-X,Teal,M,627.62,Janice Martin,52789 Sachs Place,Sao Tome and Principe,3-(305)256-1274,565,Matthew Washington,Onsite Consultant Sales,EasterPromotion,45,20140717,20140205,20140602,299.6,328.56,99.29,Zooxo
117102989-6,Violet,L,87.18,Paul Carter,239 Crowley Plaza,Guinea-Bissau,3-(317)578-4353,9,Walter Oliver,Order via Third Party,AutumnPromotion,64,20141118,20141114,20140820,663.47,765.0,82.57,Skinder
878458268-5,Purple,XS,889.34,Cynthia Woods,83338 Warrior Plaza,Cook Islands,0-(055)165-6758,743,Paul Richardson,Order via Third Party,BankHolidayPromotion,25,20140617,20141119,20141006,219.3,252.55,72.46,Aimbo
493843924-7,Violet,2XL,221.77,Ashley King,559 Randy Crossing,Saint Helena,1-(327)850-7589,848,Eugene Williamson,Onsite Consultant Sales,XMASPromotion,25,20140512,20140518,20140816,75.6,912.77,90.36,Katz
240166040-2,Maroon,XS,430.36,Jason Henderson,96266 Homewood Avenue,Rwanda,8-(650)940-7220,637,Jane Wells,Onsite Consultant Sales,AutumnPromotion,59,20140514,20141120,20140308,329.99,320.47,67.85,Plambee
118372829-8,Yellow,3XL,905.91,Irene Vasquez,358 Dryden Road,Somalia,7-(505)090-6583,787,Earl Sanders,Order via Third Party,AutumnPromotion,17,20140313,20141117,20140410,416.59,201.38,32.49,Photobug
877280849-7,Fuscia,3XL,496.81,Harry Fisher,889 Shasta Avenue,Central African Republic,9-(349)505-2272,236,Julie Burke,Onsite Consultant Sales,ValentinesPromotion,83,20141006,20140604,20141105,111.98,645.69,10.62,Realblab
677199306-X,Green,3XL,474.52,Alan King,44 Dorton Pass,Laos,4-(931)415-6925,816,Carlos Fuller,Telephone,SpringPromotion,28,20140904,20141114,20140505,211.53,643.9,70.78,Voolith
006564052-7,Indigo,M,824.55,Kathy Sanchez,6895 Stoughton Avenue,Marshall Islands,6-(588)168-2103,429,Todd Webb,OnlineSales,ValentinesPromotion,97,20140707,20141013,20140402,764.9,340.55,84.47,Youfeed
277762013-X,Indigo,L,188.24,Sean Rogers,9 Hintze Court,Nepal,2-(073)248-4405,711,Willie Hicks,OnlineSales,AutumnPromotion,99,20140310,20140814,20140804,74.4,44.61,53.38,Zava
767748193-0,Crimson,2XL,775.14,Anna Ray,15 Warrior Way,South Africa,6-(822)188-0612,30,Helen Moore,Onsite Consultant Sales,EasterPromotion,87,20140701,20140309,20140720,267.28,365.12,61.97,Wikizz
167230704-X,Crimson,3XL,729.55,Linda Hunter,61 Banding Place,Ecuador,9-(814)827-9483,136,Nicole Murphy,Telephone,ValentinesPromotion,13,20140706,20140216,20140715,727.3,185.19,35.21,Aivee
421565165-4,Orange,L,348.36,Sean King,894 Heffernan Junction,Samoa,4-(889)511-2215,891,Richard Peters,Onsite Consultant Sales,EasterPromotion,61,20140501,20140810,20140202,603.04,429.36,87.34,Tagpad
406676080-5,Violet,3XL,968.44,Alan Collins,636 Hazelcrest Street,Luxembourg,6-(324)824-1541,696,Catherine Snyder,Order via Third Party,BankHolidayPromotion,97,20140509,20140414,20140608,712.09,193.02,80.45,Oyoba
563749658-7,Mauv,XL,644.36,Bruce Gordon,2 Riverside Crossing,Antigua and Barbuda,0-(549)962-5122,293,Timothy Spencer,Onsite Consultant Sales,XMASPromotion,66,20141010,20141009,20140219,580.72,796.14,36.73,Lazz
486386379-9,Puce,3XL,345.27,Peter Rivera,09 Weeping Birch Drive,Nepal,9-(963)073-4503,799,Andrew Harvey,Onsite Consultant Sales,BankHolidayPromotion,16,20140917,20140618,20140813,510.38,775.52,5.59,Jabbersphere
878700455-0,Maroon,XL,258.55,Stephen Nichols,7 Di Loreto Junction,French Guiana,1-(782)001-1403,536,Shawn Morales,Onsite Consultant Sales,AutumnPromotion,83,20140811,20140319,20140515,950.28,198.97,27.96,Roomm
067446128-2,Red,M,435.18,Brenda Castillo,51 Old Gate Park,Central African Republic,4-(165)766-3230,75,Gary Stone,OnlineSales,SpringPromotion,41,20140201,20140210,20140406,702.73,881.74,27.33,Voonyx
943893754-4,Purple,2XL,682.47,Debra Henry,78 Little Fleur Pass,Bhutan,9-(744)044-0701,37,Jose Moreno,Telephone,WinterPromotion,47,20140509,20140705,20140910,729.43,154.75,57.0,Cogilith
597756043-5,Mauv,S,826.23,David King,098 Fairview Plaza,Zambia,0-(910)455-1771,866,Sandra Murphy,Order via Third Party,AutumnPromotion,49,20141004,20140306,20140612,252.67,964.6,98.83,Buzzshare
421069974-8,Fuscia,3XL,377.16,Jonathan Shaw,31 Montana Park,Guinea,3-(674)989-9049,427,Todd Mason,Onsite Consultant Sales,NewYearPromotion,80,20140720,20141018,20140704,267.46,888.09,6.28,Zazio
722630209-8,Puce,L,117.61,Gerald White,554 Kings Pass,Guatemala,2-(607)019-3238,331,Bonnie Nichols,OnlineSales,BankHolidayPromotion,22,20140916,20140817,20141018,647.17,938.43,52.21,Buzzster
803439300-2,Blue,S,910.1,William Armstrong,7844 Artisan Hill,Iran,8-(288)614-1175,428,Theresa Cole,Telephone,NewYearPromotion,25,20141016,20140912,20140611,77.59,811.41,70.89,Tazzy
461994664-8,Puce,XS,827.66,Barbara Morales,0 Artisan Point,Burundi,9-(729)108-2201,326,Evelyn Daniels,Telephone,EasterPromotion,27,20140206,20141103,20140315,535.67,755.85,41.98,Miboo
739002521-2,Blue,XL,769.44,Clarence Price,5 Barnett Lane,Angola,0-(222)390-0765,940,Keith Henry,Onsite Consultant Sales,BankHolidayPromotion,84,20140519,20140219,20140217,271.84,67.18,15.85,Devcast
205094398-9,Mauv,L,449.71,Marilyn Richardson,5960 Fallview Pass,Greece,0-(116)846-8553,55,Joyce Wheeler,OnlineSales,SpringPromotion,80,20140804,20141014,20141012,778.14,755.83,96.85,Blogtags
280870065-2,Khaki,XL,634.99,Sandra Martin,5432 Superior Alley,French Polynesia,4-(223)211-6915,336,David Myers,Telephone,EasterPromotion,62,20140510,20140302,20141002,53.76,306.79,69.17,Quinu
001053943-3,Teal,L,433.98,Harry Hansen,47 Erie Pass,Faroe Islands,1-(899)425-6672,79,Maria Oliver,Onsite Consultant Sales,XMASPromotion,23,20141118,20140404,20140902,619.51,32.16,89.03,Flipstorm
636073627-6,Pink,S,356.47,Lois Bowman,38542 Eastlawn Alley,Turkey,1-(679)590-3916,345,Helen Wright,OnlineSales,BankHolidayPromotion,94,20140408,20140208,20141008,216.83,431.03,14.24,Demivee
071211211-1,Turquoise,XL,46.39,Harry Harris,898 Manitowish Pass,Chile,2-(155)666-6521,247,Rachel Taylor,OnlineSales,SummerPromotion,35,20141018,20140817,20140214,605.24,978.79,58.3,Edgeblab
737760538-3,Indigo,2XL,205.2,Steven Holmes,320 Pepper Wood Point,Sweden,5-(242)462-9799,206,Walter Johnson,Onsite Consultant Sales,NewYearPromotion,70,20140717,20140606,20140503,931.1,274.27,17.35,Photobug
637293110-9,Yellow,2XL,816.34,Sandra Henderson,849 Moulton Lane,Sweden,4-(972)450-1801,103,Martha Burton,Telephone,SpringPromotion,19,20140207,20140510,20141007,149.12,385.32,66.3,Browsedrive
908299131-4,Aquamarine,M,331.54,Arthur Snyder,09 Roxbury Point,Yemen,7-(225)048-9963,396,Henry White,Onsite Consultant Sales,WinterPromotion,13,20141107,20141108,20141013,554.55,656.11,97.48,InnoZ
114185509-7,Puce,XS,225.52,Donald Brooks,6430 Merrick Center,Åland,2-(997)221-0910,967,Johnny Nichols,Onsite Consultant Sales,WinterPromotion,89,20140805,20140202,20140404,296.38,569.23,3.33,Wikizz
662970220-4,Maroon,XL,987.47,Carolyn Wagner,421 1st Crossing,French Southern Territories,5-(944)434-5914,636,Lisa Watkins,Order via Third Party,ValentinesPromotion,35,20140712,20140206,20140501,661.87,878.24,81.97,Flipbug
065852552-2,Crimson,S,547.13,Billy Lee,3 Duke Pass,Kiribati,4-(082)702-9104,711,Virginia Sullivan,OnlineSales,NewYearPromotion,50,20141120,20140917,20140907,830.64,292.1,40.58,Realmix
905831060-4,Maroon,XS,721.5,Pamela Mccoy,6 Sage Road,Falkland Islands (Malvinas),1-(520)188-8006,99,Amanda Fields,Onsite Consultant Sales,SpringPromotion,63,20140915,20140414,20141003,49.59,425.02,86.22,Trudoo
422857469-6,Khaki,XL,733.25,George Bell,881 Anniversary Circle,Mexico,8-(434)516-1625,42,Jeremy Howell,Onsite Consultant Sales,ValentinesPromotion,16,20141019,20141115,20140804,947.35,889.15,41.27,Demimbu
270444614-8,Purple,2XL,787.81,Larry Dunn,23 Orin Avenue,Romania,4-(720)876-8169,45,Teresa Harper,Onsite Consultant Sales,NewYearPromotion,87,20140716,20141009,20141016,758.34,503.25,89.89,Jabbersphere
271039778-1,Pink,M,685.93,Jonathan Smith,7 Esker Alley,Chad,1-(133)820-3764,984,Amy Matthews,OnlineSales,SpringPromotion,69,20141112,20140410,20140415,698.03,814.55,99.43,Skipfire
225421849-2,Red,L,536.4,Andrea Richards,9 Lakewood Way,Kazakhstan,1-(196)630-2317,921,Katherine Burton,Telephone,ValentinesPromotion,47,20140407,20140602,20141008,176.42,930.42,93.4,Topdrive
661667363-4,Violet,L,588.09,Lisa Powell,04406 Donald Terrace,British Indian Ocean Territory,2-(620)385-2755,402,Annie Chapman,Order via Third Party,XMASPromotion,24,20141117,20140517,20141019,847.92,107.52,75.75,Realcube
554634274-9,Violet,S,879.09,Steve Burke,3 Tomscot Lane,Mali,2-(238)051-4231,663,Edward Grant,Order via Third Party,XMASPromotion,83,20140904,20140206,20140719,392.85,268.23,81.01,Topdrive
961158355-9,Mauv,2XL,945.63,Emily Cook,63 Independence Alley,Gabon,2-(698)615-2398,230,Anna Wagner,OnlineSales,EasterPromotion,46,20140309,20141009,20140716,915.69,10.35,21.79,Livetube
022986287-X,Khaki,2XL,287.14,Lillian Hernandez,28 Cardinal Parkway,Andorra,3-(069)802-7736,627,Jose Elliott,Onsite Consultant Sales,NewYearPromotion,17,20141003,20140802,20140620,435.21,78.02,55.58,Jetpulse
111772462-X,Violet,2XL,468.9,Jane Hansen,68 Brown Drive,Cote d'Ivoire,8-(565)377-8736,233,Debra Frazier,Onsite Consultant Sales,AutumnPromotion,1,20140206,20140806,20140520,787.81,306.35,64.09,Meetz
087192792-6,Mauv,3XL,302.14,Johnny Boyd,77 Carey Pass,Germany,8-(067)421-6109,734,Bobby Bryant,Order via Third Party,AutumnPromotion,34,20140512,20141014,20140717,196.18,866.2,98.83,Camido
565477226-0,Indigo,XL,187.26,Joe Moore,4504 Shopko Way,Christmas Island,3-(718)962-4974,909,Anna Harris,OnlineSales,ValentinesPromotion,52,20141119,20140303,20140313,843.29,244.92,4.91,Quamba
845366905-8,Khaki,S,225.46,Charles Richardson,3 Larry Park,Brunei Darussalam,4-(421)516-7168,43,Kathy Little,Telephone,BankHolidayPromotion,53,20140502,20141109,20140419,387.68,483.89,25.03,Youbridge
023739117-1,Pink,M,805.14,Frances Hayes,35899 4th Place,Thailand,3-(124)949-5474,475,Eric Patterson,OnlineSales,SpringPromotion,94,20140911,20140606,20141102,551.38,396.3,81.39,Skinte
484764323-2,Goldenrod,2XL,680.48,Stephanie Walker,1 Grim Drive,Senegal,9-(390)071-5150,394,Mary Gardner,Onsite Consultant Sales,NewYearPromotion,36,20140808,20140202,20140502,718.96,863.37,6.82,Katz
221447485-4,Green,3XL,317.23,Diane Carr,0 Northport Avenue,Israel,1-(350)747-1135,905,Sara Morrison,Onsite Consultant Sales,EasterPromotion,16,20140413,20140207,20140509,285.2,152.17,93.99,Roombo
873649169-1,Yellow,3XL,826.92,Craig Brown,9105 Kennedy Lane,Botswana,2-(722)167-9814,55,Joseph Evans,OnlineSales,ValentinesPromotion,50,20140908,20140617,20140510,500.63,202.22,18.26,Fatz
350373309-4,Red,2XL,616.45,Lois Burke,27274 Del Mar Pass,Estonia,5-(681)183-3191,229,Kathryn Fernandez,Onsite Consultant Sales,SummerPromotion,32,20140918,20140720,20141009,407.44,76.27,34.96,Brainfire
365446554-4,Purple,M,811.27,Janice Stanley,41197 Dahle Drive,Trinidad and Tobago,2-(131)456-0137,786,Howard Harvey,Telephone,AutumnPromotion,54,20140520,20140415,20140213,845.83,237.6,77.85,Demivee
056977167-6,Goldenrod,XL,343.25,Ralph Flores,54 Village Green Junction,Chad,1-(886)636-1483,385,Howard Cox,Order via Third Party,SpringPromotion,81,20140502,20140520,20140914,897.9,25.47,23.85,Wordtune
124480421-5,Yellow,2XL,511.73,Joshua Mason,7 Mallory Crossing,British Indian Ocean Territory,0-(142)422-0400,91,Gary Diaz,Onsite Consultant Sales,ValentinesPromotion,59,20140807,20140511,20140318,300.4,910.3,9.13,Digitube
878533030-2,Violet,XL,251.84,Christina Reid,07 Continental Point,Cambodia,8-(127)903-6355,963,Charles Alvarez,Telephone,AutumnPromotion,93,20140810,20140517,20140703,613.04,35.91,81.04,Zoomdog
459290084-7,Orange,S,101.29,Jeremy Garza,40674 Little Fleur Center,Kiribati,8-(793)044-1759,753,Virginia Foster,Telephone,EasterPromotion,80,20140303,20140811,20141102,654.79,761.52,35.4,Tekfly
394325672-3,Orange,3XL,27.07,Joseph Morgan,027 1st Circle,Sierra Leone,0-(688)050-9952,466,Brandon Wood,Order via Third Party,SpringPromotion,20,20140404,20140915,20140919,781.12,846.67,39.19,Lajo
774393596-5,Blue,L,86.16,Ronald Ramos,606 Ridge Oak Road,Nicaragua,4-(154)368-9429,782,Rebecca James,OnlineSales,SummerPromotion,10,20141017,20140919,20140902,429.81,356.21,28.76,Zoombeat
248821977-0,Teal,M,50.92,Brenda Hudson,83804 Spohn Crossing,British Virgin Islands,6-(075)608-9983,578,Richard Lee,Order via Third Party,SummerPromotion,67,20140216,20140402,20141003,591.7,996.63,14.91,Realpoint
868528148-2,Green,XL,639.21,Terry Jordan,75 Dennis Place,Bahrain,1-(310)325-2945,320,Sean Bailey,OnlineSales,EasterPromotion,60,20140701,20140618,20140904,652.72,798.62,73.79,Ntags
998095177-X,Orange,XS,406.34,Harry Butler,71 Charing Cross Junction,Slovakia,2-(222)335-4167,348,Harold Castillo,Telephone,ValentinesPromotion,5,20140518,20140208,20140803,793.68,947.35,5.47,Realbuzz
056204786-7,Crimson,M,234.81,Wayne Little,400 Chive Road,Grenada,0-(388)663-6949,979,Sarah Adams,OnlineSales,SummerPromotion,73,20140911,20140612,20141115,619.54,693.94,91.4,Demizz
687794568-9,Maroon,3XL,252.6,Jesse Gomez,08998 Hauk Court,Cote d'Ivoire,2-(600)070-2370,616,Jerry Chavez,OnlineSales,AutumnPromotion,33,20140603,20141001,20140308,517.58,628.8,17.24,Jetpulse
